query_id,pregunta,retrieval_exitoso,formato_exitoso,generacion_exitosa,categoria_error,detalle_error,texto_esperado,respuesta_generada,modelo_extraccion_usado,prompt_version,prompt_hash
Q27,¿Qué plazo tiene una institución en Escenario II para presentar un plan de restauración de CFEN?,1,1,1,ÉXITO,Extracción e inyección correctas.,Un plan de restauración del Coeficiente de Financiamiento Estable Neto en un plazo no mayor a cinco Días Hábiles contado a partir del día en que la Institución se haya ubicado en el citado escenario.,"**Respuesta**

En el escenario II, la institución tiene un plazo no mayor a cinco Días Hábiles para presentar un plan de restauración del Coeficiente de Financiamiento Estable Neto.

**Fuentes:**
- Fragmento 4: [Contexto generado por IA: Este fragmento se refiere a la obligación de las Instituciones de Banca Múltiple de presentar un plan de restauración del Coeficiente de Financiamiento Estable Neto, en caso de que se encuentren en un escenario que indique un deterioro en su situación de liquidez. Este requerimiento está enmarcado en las disposiciones generales sobre los requerimientos de liquidez, específicamente en el contexto de la gestión de riesgos de liquidez y la supervisión por parte de la Comisión Nacional Bancaria y de Valores y el Banco de México.]
- Fragmento 5: [Contexto generado por IA: El **Artículo 22** se enmarca dentro de las disposiciones relacionadas con la gestión de liquidez de las Instituciones de Banca Múltiple, específicamente en el contexto de los planes de restauración de los Coeficientes de Cobertura de Liquidez y Financiamiento Estable Neto, que se detallan en los artículos 15 y 21 de las presentes disposiciones. Este artículo establece la obligación de las Instituciones de implementar modificaciones en su gestión de liquidez para mantener los coeficientes en niveles que las clasifiquen en el escenario I, garantizando así su estabilidad financiera.]",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q28,¿Qué medida adicional aplica a las Instituciones en Escenario III de CFEN?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Suspender el pago de dividendos, así como cualquier mecanismo o acto que implique una transferencia de beneficios patrimoniales, en tanto no se ubique en el escenario I.","En el **Escenario III** del **Coeficiente de Financiamiento Estable Neto (CFEN)**, las Instituciones de Banca Múltiple deben adoptar las siguientes medidas adicionales:

- **Suspender el pago de dividendos**.
- **Suspender cualquier mecanismo o acto que implique una transferencia de beneficios patrimoniales**.

Estas acciones deben mantenerse hasta que la Institución se ubique en el **Escenario I**.

### Resumen de Medidas en Escenario III:
- **Suspensión de pagos de dividendos**.
- **Suspensión de transferencias de beneficios patrimoniales**.

Estas medidas están diseñadas para mitigar riesgos de liquidez y asegurar la estabilidad financiera de la Institución.

**Fuentes:** Disposiciones_Liquidez.md.",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q29,¿Qué metodología se aplica para activos y pasivos por derivados en el CFEN?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,Aplicar la metodología descrita en el Anexo 9 de las presentes disposiciones para la determinación de los activos y pasivos por operaciones con instrumentos financieros derivados.,"**Metodología para activos y pasivos por derivados en el CFEN**

La metodología para determinar los activos y pasivos por operaciones con instrumentos financieros derivados se encuentra establecida en el **Anexo 9 de las Disposiciones de carácter general sobre los Requerimientos de Liquidez para las Instituciones de Banca Múltiple**.

Según este anexo, los activos por derivados se calculan como la suma del costo actual de reemplazo activo menos las liquidaciones parciales en efectivo (margen de variación en efectivo admisible) recibidas.

Por otro lado, los pasivos por derivados se calculan considerando el costo actual de reemplazo de las operaciones con instrumentos financieros derivados. Si este costo es negativo, la operación se considera un pasivo; si es positivo, se considera como activo.

Además, se establece que los activos restringidos en operaciones con instrumentos financieros derivados deben excluirse de esta sección y reportarse en el Anexo 9 de las presentes disposiciones.

**Fuentes:**

* Disposiciones_Liquidez.md (Anexo 9)
* Fragmento 4
* Fragmento 6
* Fragmento 10",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q30,¿Qué ponderación de financiamiento estable disponible tienen los pasivos con plazo residual igual o mayor a un año?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,Los pasivos con plazo residual igual o mayor a un año (tienen un factor del 100%).,"La **ponderación de financiamiento estable disponible** para los **pasivos con plazo residual igual o mayor a un año** es del **100%**. Esto se establece para asegurar que las instituciones de banca múltiple mantengan un nivel adecuado de financiamiento estable en relación con sus pasivos a largo plazo.

Además, en el contexto de la clasificación de pasivos, se menciona que:

- **Pasivos con plazo de restricción mayor o igual a 1 año** tienen un requerimiento de financiamiento estable del **100%**.

Por lo tanto, todos los pasivos en esta categoría deben ser considerados con una ponderación del **100%**.

**Fuentes:**
- Disposiciones_Liquidez.md
- Circular3-2012.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q31,¿Cómo deben tratarse las amortizaciones parciales de capital en el cálculo del plazo para el CFEN?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Tratándose de los créditos respecto de los cuales se hayan pactado amortizaciones parciales de capital, se deberán considerar las amortizaciones parciales del principal en el plazo en que deban realizarse dichas amortizaciones.","**Respuesta**

La información proporcionada no es suficiente para responder a la pregunta sobre cómo deben tratarse las amortizaciones parciales de capital en el cálculo del plazo para el CFEN (Coeficiente de Financiamiento Estable Neto).

Sin embargo, se puede inferir que las disposiciones relacionadas con la amortización de créditos y la contabilización de pagos parciales en especie pueden ser relevantes para entender cómo se tratan las amortizaciones parciales de capital. 

**Posibles fuentes de información**

* Anexo 33 del documento normativo del Banco de México (Criterio B-7 ""Bienes adjudicados"")
* Fragmento 4 del Anexo 33 (condiciones de amortización de créditos)
* Fragmento 5 del Anexo 33 (disposiciones relacionadas con la amortización de créditos)

**Nota**

Es importante consultar los documentos normativos y las disposiciones específicas para obtener una respuesta precisa a la pregunta.",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q32,¿Qué factor de financiamiento estable requerido aplica a la cartera hipotecaria de vivienda con ponderación de riesgo menor o igual al 35%?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Activos con ponderación del 65%: Cartera hipotecaria de vivienda con riesgo de crédito etapa 1 y etapa 2... elegible para un tratamiento de ponderación por riesgo crédito igual o menor al 35%, con plazo remanente mayor a un año.","La información proporcionada en el contexto no es suficiente para responder a esta pregunta. 

No se especifica el factor de financiamiento estable requerido que aplica a la cartera hipotecaria de vivienda con ponderación de riesgo menor o igual al 35%. 

Fuentes: Disposiciones_Liquidez.md, catalogos_ml.md.",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q33,"¿Cuál es el factor de financiamiento estable requerido para la caja, los billetes y las monedas?",0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Activos con ponderación del 0%: Caja, billetes y monedas.","**Respuesta**

La información proporcionada en el contexto no es suficiente para determinar con precisión cuál es el factor de financiamiento estable requerido para la caja, los billetes y las monedas.

Sin embargo, se puede encontrar una referencia a factores de entrada de efectivo de las operaciones en el **ANEXO 3** (Fragmento 10), que incluye un factor de entrada del 50% para el importe que contractualmente tenga derecho a recibir la Institución por concepto de principal y accesorios de la cartera de crédito y de depósitos a cargo de personas físicas.

Es importante destacar que este fragmento se refiere específicamente a la cartera de crédito y no menciona explícitamente factores para la caja, los billetes y las monedas. Por lo tanto, no podemos determinar con certeza el factor de financiamiento estable requerido para estos activos.

**Fuentes**

* Disposiciones_Liquidez.md (Fragmento 9)
* ANEXO 3 (Fragmento 10)",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q34,¿Qué debe contener el informe detallado que presentan las Instituciones si se ubican en un escenario distinto al I en 3 ocasiones en 12 meses?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Una explicación con las causas que ocasionaron que las medidas que se hubieran adoptado... no hayan resultado efectivas para impedir la variabilidad de su Coeficiente de Financiamiento Estable Neto, así como de las medidas de gestión de riesgos que implementará para reducir dicha variabilidad.","**Respuesta**

El informe detallado que presentan las Instituciones si se ubican en un escenario distinto al I en 3 ocasiones en 12 meses, debe contener:

* Una explicación con las causas que ocasionaron la situación de liquidez.
* Un plan para restaurar la situación de liquidez, incluyendo plazos y responsables para alcanzar los objetivos de liquidez establecidos.

Además, el informe debe ser acompañado por un calendario con los plazos en que la Institución alcanzaría cada uno de los objetivos precisando las fechas o etapas en las que pretenda llevar a cabo cada una de las acciones necesarias para restaurar su situación de liquidez.

**Fuentes**

* Disposiciones_Liquidez.md
* LeyInstCredito_93-110.md
* AYUDAS_CNR_IFRS9.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q35,"¿A qué se refiere el término ""Coeficientes"" en la regulación?",0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Al Coeficiente de Cobertura de Liquidez y al Coeficiente de Financiamiento Estable Neto, conjunta o separadamente.","El término **""Coeficientes""** en la regulación se refiere a:

- **Coeficiente de Cobertura de Liquidez**: Este coeficiente se calcula aplicando una fórmula específica establecida en las disposiciones regulatorias. Su función es evaluar la capacidad de las instituciones para cumplir con sus obligaciones de liquidez a corto plazo.

- **Coeficiente de Financiamiento Estable Neto**: Similar al anterior, este coeficiente también se calcula mediante una fórmula establecida en las disposiciones y es fundamental para la gestión de la liquidez de las instituciones.

Estos coeficientes son esenciales para que las instituciones de banca múltiple puedan evaluar y reportar su situación de liquidez, y deben ser considerados en el contexto de medidas correctivas si se encuentran en escenarios que lo requieran.

**Fuentes**: 
- Disposiciones_Liquidez.md
- Circular3-2012.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q36,¿Qué operaciones deben incluir las Instituciones para el cálculo individual y consolidado?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Incluir todas sus operaciones para el cálculo individual, e incluir para el cálculo consolidado las operaciones tanto del cálculo individual como las operaciones realizadas por las Entidades Objeto de Consolidación.","**Respuesta**

Las Instituciones deben incluir las siguientes operaciones para el cálculo individual y consolidado:

* Todas sus operaciones para el cálculo individual (Artículo 2, fracción I)
* Las operaciones del cálculo individual más las operaciones realizadas por las Entidades Objeto de Consolidación para el cálculo consolidado (Artículo 2, fracción I)

**Fuentes**

* Disposiciones_Liquidez.md
* Circular3-2012.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q37,¿Cuál es el criterio general para considerar el valor de las operaciones?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Salvo que en las presentes disposiciones se especifique lo contrario, considerar el valor de sus operaciones conforme a los Criterios Contables.","**Criterio general para considerar el valor de las operaciones**

Según los fragmentos proporcionados, el criterio general para considerar el valor de las operaciones no está explícitamente establecido en ninguno de los documentos. Sin embargo, se pueden identificar algunas pautas que podrían ser relevantes:

* En el **Anexo 1** de las Disposiciones de carácter general sobre los Requerimientos de Liquidez para las Instituciones de Banca Múltiple (Fragmento 2), se menciona que el monto a considerar para cada operación será el que corresponda conforme a los Criterios Contables, a menos que en las presentes disposiciones se establezca lo contrario.
* En el **Anexo 33** del documento normativo (Fragmento 1), se establece que la valuación de bienes en administración y operaciones de banca de inversión por cuenta de terceros se realizará en función de la operación efectuada de conformidad con los criterios de contabilidad para instituciones de crédito.
* En el mismo Anexo 33 (Fragmento 4), se define el valor razonable como ""el precio de salida que, a la fecha de valuación, se recibiría por vender un activo o se pagaría por transferir un pasivo en una transacción ordenada entre participantes de mercado"".

En resumen, aunque no hay un criterio general explícitamente establecido para considerar el valor de las operaciones, los fragmentos proporcionados sugieren que el valor a considerar podría ser:

* El monto que corresponda conforme a los Criterios Contables.
* La valuación en función de la operación efectuada de conformidad con los criterios de contabilidad para instituciones de crédito.
* El precio de salida en una transacción ordenada entre participantes de mercado (valor razonable).

**Fuentes**

* Disposiciones de carácter general sobre los Requerimientos de Liquidez para las Instituciones de Banca Múltiple
* Anexo 33 del documento normativo",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q38,¿Cómo se calcula la equivalencia en moneda nacional de montos en dólares de EE. UU.?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,Se realizará tomando en cuenta el tipo de cambio aplicable conforme a lo dispuesto en los Criterios Contables.,"**Respuesta**

La equivalencia en moneda nacional de montos en dólares de EE. UU. se calcula tomando en cuenta el tipo de cambio aplicable conforme a lo dispuesto en los Criterios Contables.

Según la información proporcionada, existen varias disposiciones que establecen cómo calcular la equivalencia:

* El Documento ""Disposiciones_Liquidez.md"" establece que el cálculo se realizará tomando en cuenta el tipo de cambio aplicable conforme a lo dispuesto en los Criterios Contables (Fragmento 1).
* El Anexo 33 del documento normativo del Banco de México establece que para la conversión de monedas extranjeras, incluyendo el dólar de EE. UU., se utilizará el tipo de cambio de cierre de jornada a la fecha de transacción o de elaboración de los estados financieros (Fragmento 1 de ""Anexo_33_CUB.md"").
* La Circular 3-2012 del Banco de México establece que para la determinación en moneda nacional del precio en Dólares, tanto de los instrumentos originalmente denominados en Dólares como de aquellos denominados en otras Divisas, cuyo valor se haya determinado en Dólares conforme al párrafo anterior, el tipo de cambio aplicable será el que determine el Banco de México (Fragmento 3 de ""Circular3-2012.md"").

En resumen, la equivalencia en moneda nacional de montos en dólares de EE. UU. se calcula tomando en cuenta el tipo de cambio aplicable conforme a lo dispuesto en los Criterios Contables y/o según las disposiciones establecidas por el Banco de México.

**Fuentes**

* Disposiciones_Liquidez.md
* Anexo_33_CUB.md
* Circular3-2012.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q39,¿Qué debe hacer una Institución si prevea ubicarse en un escenario distinto al I?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Deberá reportar al Banco de México y a la Comisión el cálculo del Coeficiente que corresponda, al Día Hábil siguiente a aquel en que se presente alguna de estas situaciones.","Si una Institución prevé ubicarse en un escenario distinto al **escenario I**, debe seguir los siguientes pasos:

1. **Reportar la situación**:
   - La Institución debe reportar al Banco de México y a la Comisión Nacional Bancaria y de Valores el cálculo del Coeficiente de Cobertura de Liquidez que corresponda, al **Día Hábil siguiente** a aquel en que se presente la situación que la ubique en un escenario distinto al I.

2. **Presentar un plan de restauración**:
   - La Institución debe presentar un plan que incluya:
     - **Plazos** en los cuales se pretende que se ubique nuevamente en el escenario I.
     - Un **calendario** con los plazos para alcanzar cada uno de los objetivos de liquidez, especificando las fechas o etapas de las acciones necesarias.
     - **Áreas responsables** de llevar a cabo las acciones de restauración de liquidez.

3. **Informe adicional**:
   - Si la Institución se ubica en un escenario distinto al I en tres o más ocasiones en un periodo de doce meses, deberá presentar un informe detallado de su situación de liquidez a su consejo de administración, así como a la Comisión y al Banco de México, en un plazo no mayor a **1 Día Hábil** posterior a la actualización de dicho supuesto.

Estas acciones son fundamentales para asegurar la estabilidad financiera y la adecuada gestión de la liquidez de la Institución.

**Fuentes**: Disposiciones_Liquidez.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q40,¿En cuánto tiempo el Banco de México verificará los cálculos reportados?,0,1,1,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,Dentro de los cinco Días Hábiles posteriores a la recepción de la información correspondiente.,"**Respuesta a la consulta:**

El Banco de México verificará los cálculos reportados dentro de los cinco Días Hábiles posteriores a la recepción de la información correspondiente.

**Fuente:** Disposiciones_Liquidez.md, Artículo 6.

En específico, el artículo establece que ""El Banco de México verificará los cálculos de los Coeficientes reportados por las Instituciones en términos del artículo 5 de las presentes disposiciones, dentro de los cinco Días Hábiles posteriores a la recepción de la información correspondiente..."".",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q41,¿Cuál será el cálculo válido para todos los efectos legales?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"El cálculo de los Coeficientes reportado por las Instituciones, y verificado por el Banco de México conforme a lo señalado en las presentes disposiciones, será el cálculo válido para todos los efectos legales conducentes.","El cálculo válido para todos los efectos legales es el que se establece en el **Artículo 7** del documento sobre los Requerimientos de Liquidez para las Instituciones de Banca Múltiple. Este artículo indica que:

- **El cálculo de los Coeficientes reportado por las Instituciones**, y verificado por el Banco de México conforme a lo señalado en las disposiciones, **será el cálculo válido para todos los efectos legales conducentes**.

Esto significa que los Coeficientes que las instituciones reporten y que sean verificados por el Banco de México son los que tienen validez legal.

### Fuentes:
- Disposiciones_Liquidez.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q42,¿Cuál es el objetivo de los planes de restauración de los Coeficientes?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Tendrán como objetivo que la Institución implemente las modificaciones a su gestión de liquidez de manera que sea capaz de mantener de manera consistente un Coeficiente de Cobertura de Liquidez, un Coeficiente de Financiamiento Estable Neto, o ambos, que la ubiquen en el escenario I correspondiente","El **objetivo de los planes de restauración de los Coeficientes** es que las Instituciones de Banca Múltiple implementen modificaciones en su gestión de liquidez para mantener de manera consistente un **Coeficiente de Cobertura de Liquidez** y/o un **Coeficiente de Financiamiento Estable Neto** que las clasifique en el **escenario I**. Esto garantiza la estabilidad financiera de la institución.

### Detalles Clave:
- **Implementación de Modificaciones**: Las instituciones deben ajustar su gestión de liquidez.
- **Mantenimiento de Coeficientes**: Se busca que los coeficientes se mantengan en niveles que aseguren la clasificación en el escenario I.
- **Estabilidad Financiera**: El cumplimiento de estos objetivos es crucial para la estabilidad financiera de las instituciones.

Esta información se encuentra en el **Artículo 22** de las disposiciones relacionadas con la gestión de liquidez de las Instituciones de Banca Múltiple.

Fuentes: Disposiciones_Liquidez.md.",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q43,¿Cuándo se considera que existe un incumplimiento a los requerimientos de liquidez?,0,1,1,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,"Cuando las Instituciones se ubiquen en los escenarios III, IV o V en términos del Título II... en el caso del Coeficiente de Cobertura de Liquidez y cuando las Instituciones se ubiquen en los escenarios III o IV en términos del Título III... tratándose del Coeficiente de Financiamiento Estable Neto.","**Respuesta a la pregunta: ¿Cuándo se considera que existe un incumplimiento a los requerimientos de liquidez?**

Se considera que existe un incumplimiento a los requerimientos de liquidez en las siguientes situaciones:

*   Según el artículo 23 del Capítulo II del Título II de las Disposiciones de carácter general sobre los Requerimientos de Liquidez para las Instituciones de Banca Múltiple (Disposiciones_Liquidez.md), se entenderá como incumplimiento a los requerimientos de liquidez cuando las Instituciones se ubiquen en los escenarios III, IV o V en términos del Título II de las presentes disposiciones, en el caso del Coeficiente de Cobertura de Liquidez y cuando las Instituciones se ubiquen en los escenarios III o IV en términos del Título III de las presentes disposiciones, tratándose del Coeficiente de Financiamiento Estable Neto.
*   De acuerdo con el artículo 96 Bis 2 de la Ley de Instituciones de Crédito (LeyInstCredito_93-110.md), en el evento que una institución de crédito no cumpla con los requerimientos a que se refiere el artículo anterior o determine que no le será posible dar cumplimiento en un futuro a dichos requerimientos, deberá notificar inmediatamente a la Comisión Nacional Bancaria y de Valores.

**Fuentes:**

*   LeyInstCredito_93-110.md
*   Disposiciones_Liquidez.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q44,¿Qué información deben difundir trimestralmente las Instituciones en su página de Internet?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"La información relativa tanto al Coeficiente de Cobertura de Liquidez como al Coeficiente de Financiamiento Estable Neto, en ambos casos, la relacionada al trimestre que se reporte, de conformidad con los formatos comprendidos en los Anexos 5 y 10, respectivamente.","**Información a difundir trimestralmente**

Según el Artículo 8 del documento normativo y otros fragmentos recuperados, las Instituciones deben difundir trimestralmente la siguiente información:

* Coeficiente de Cobertura de Liquidez (CCL) y Coeficiente de Financiamiento Estable Neto (CFEN)
* Promedios calculados durante el trimestre que se reporta
	+ Promedio CCL individual diario del trimestre
	+ Promedio CCL consolidado diario del trimestre
	+ Promedio CFEN individual del trimestre
	+ Promedio CFEN consolidado del trimestre
* Políticas y Criterios aprobados por el consejo de administración
* Lista con la denominación de cada una de las entidades financieras incluidas como Entidades Objeto de Consolidación

**Formatos y plazos**

La información debe ser publicada en su página de Internet en los siguientes formatos y plazos:

* Durante un periodo específico, garantizando así la transparencia y el acceso a datos financieros importantes para el público.
* Durante los cinco trimestres siguientes a la fecha de su publicación para el caso de la información que se publica de manera trimestral.
* Durante los tres años siguientes a su fecha para el caso de la información que se publica de manera anual.

**Fuente**

* Documento: Disposiciones_Liquidez.md
* Circular 3-2012.md",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q45,¿Quién es el encargado de aprobar el plan de restauración de los Coeficientes?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,El plan de restauración de los Coeficientes... tendrá como objetivo que la Institución implemente las modificaciones a su gestión de liquidez... y deberá ser aprobado por el consejo de administración de la Institución de que se trate.,"El encargado de aprobar el plan de restauración de los Coeficientes es **la Comisión**, pero este plan debe ser **ratificado por el consejo de administración de la Institución** y debe contar con la **opinión favorable del Banco de México** antes de su aprobación por la Comisión.

### Resumen:
- **Aprobación final**: Comisión
- **Ratificación previa**: Consejo de administración de la Institución
- **Opinión favorable necesaria**: Banco de México

Esto se establece en las disposiciones relacionadas con la gestión de riesgos de liquidez para las Instituciones de Banca Múltiple.

Fuentes: Disposiciones_Liquidez.md, LeyInstCredito_93-110.md.",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q46,¿Cómo se realiza el cálculo de la equivalencia en moneda nacional de montos denominados en UDIs?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,Se realizará tomando en cuenta el tratamiento para la valorización establecido en los Criterios Contables de las Disposiciones.,"**Cálculo de la equivalencia en moneda nacional de montos denominados en UDIs**

Para determinar la equivalencia en moneda nacional de los montos denominados en UDIs, se deben considerar las siguientes directrices:

*   Se debe tomar en cuenta el tratamiento para la valorización establecido en los Criterios Contables de las Disposiciones.
*   El cálculo de la equivalencia en moneda nacional se realizará tomando en cuenta el tipo de cambio aplicable conforme a lo dispuesto en los Criterios Contables.

**Fuente:**

*   Documento: Disposiciones_Liquidez.md
*   Fragmentos 1 y 2 del documento.",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q47,¿Cómo se deben resolver las consultas sobre la aplicación de estas disposiciones?,1,1,0,B,Alucinación o Inexactitud del LLM. El contexto contenía el fragmento pero el LLM omitió variables o alucinó datos.,"Serán resueltas por la Comisión o el Banco de México. La autoridad que reciba la consulta, deberá obtener la previa opinión favorable de la otra, a fin de resolver lo conducente.","**Resolución de consultas sobre la aplicación de disposiciones**

Las consultas sobre la aplicación de las presentes disposiciones serán resueltas por la Comisión Nacional Bancaria y de Valores, en coordinación con el Banco de México. La autoridad que reciba la consulta deberá obtener la previa opinión favorable de la otra, a fin de resolver lo conducente.

**Procedimiento para resolver consultas**

*   Las instituciones o SOFOM E.R. Vinculadas pueden realizar consultas y proporcionar información a través de mecanismos transparentes que establezcan entre ellas.
*   Las Cámaras de Compensación deben conservar la documentación comprobatoria relacionada con la compensación por un periodo mínimo de ciento ochenta días para atender consultas y aclaraciones de las Instituciones participantes.

**Fuente**

*   Documento: Disposiciones_Liquidez.md
*   Circular 3/2012 del Banco de México",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q48,¿Cuál es el objetivo principal del Principio 8 establecido por el Comité de Basilea?,1,1,1,ÉXITO,Extracción e inyección correctas.,"Un banco debe gestionar activamente sus posiciones y riesgos de liquidez intradía para cumplir oportunamente sus obligaciones de pago y liquidación, tanto en condiciones normales como de tensión, y contribuir así al buen funcionamiento de los sistemas de pago y liquidación.","El **objetivo principal del Principio 8** establecido por el Comité de Basilea es:

- **Gestionar activamente las posiciones y riesgos de liquidez intradía** para que los bancos puedan cumplir oportunamente con sus obligaciones de pago y liquidación, tanto en condiciones normales como en situaciones de tensión.

Esto contribuye al **buen funcionamiento de los sistemas de pago y liquidación**. 

Además, el Principio 8 identifica seis elementos operativos que deben incluirse en la estrategia de un banco para gestionar el riesgo de liquidez intradía, asegurando así una adecuada gestión de este riesgo.

**Fuentes:**
- Documento: Intraday_liquidity_esp.md
- Documento: Circular3-2012.md
- Documento: Disposiciones_Liquidez.md
- Documento: Anexo_33_CUB.md",gpt-4o-mini,1.0.0,2cbbc4f704-bd0f72c
Q49,¿Cuáles son las herramientas de monitoreo que deben aplicar todos los bancos informantes (Categoría A)?,0,1,0,A,El buscador falló. El texto clave no estuvo presente en los chunks recuperados en el Top-10.,A(i) Uso máximo diario de liquidez intradía A(ii) Liquidez intradía disponible al inicio del día hábil A(iii) Pagos totales A(iv) Obligaciones con horario específico,"**Herramientas de monitoreo aplicables a todos los bancos informantes (Categoría A)**

Según el Cuadro 1 del documento, las herramientas de monitoreo aplicables a todos los bancos informantes son:

* **A(i) Uso máximo diario de liquidez intradía**
* **A(ii) Liquidez intradía disponible al inicio del día hábil**
* **A(iii) Pagos totales**

Estas herramientas se refieren a la capacidad de los bancos para monitorear y gestionar su liquidez intradía en tiempo real, lo que incluye el uso máximo diario de liquidez, la disponibilidad de liquidez al inicio del día hábil y el total de pagos realizados.

**Fuentes**

* Documento: Intraday_liquidity_esp.md
* Sección III: Herramientas de monitoreo de la liquidez intradía
* Cuadro 1: Conjunto de herramientas de monitoreo",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
Q50,¿Qué datos deben reportar los bancos respecto a sus posiciones netas acumuladas negativas?,1,1,1,ÉXITO,Extracción e inyección correctas.,"Los bancos deben reportar sus tres mayores posiciones netas acumuladas negativas diarias en sus cuentas de liquidación o corresponsalía durante el periodo de reporte, así como el promedio diario de la posición neta acumulada negativa durante el periodo.","**Respuesta**

Los bancos deben reportar sus tres mayores posiciones netas acumuladas negativas diarias en sus cuentas de liquidación o corresponsalía durante el periodo de reporte, así como el promedio diario de la posición neta acumulada negativa durante el periodo. Esto se refleja en los siguientes fragmentos:

* Fragmento 1: ""Los bancos deben reportar sus tres mayores posiciones netas acumuladas negativas diarias en sus cuentas de liquidación o corresponsalía durante el periodo de reporte, así como el promedio diario de la posición neta acumulada negativa durante el periodo.""
* Fragmento 2: El Cuadro B ""Bancos que utilizan bancos corresponsales - Cuadro B"" muestra los campos para reportar las posiciones netas acumuladas positivas y negativas, incluyendo el promedio diario.
* Fragmento 3: La herramienta de monitoreo A(i) ""Uso máximo diario de liquidez intradía"" también requiere que los bancos reporten sus mayores posiciones netas acumuladas negativas.

**Datos a reportar**

Los bancos deben reportar los siguientes datos respecto a sus posiciones netas acumuladas negativas:

* Las tres mayores posiciones netas acumuladas negativas diarias en sus cuentas de liquidación o corresponsalía durante el periodo de reporte.
* El promedio diario de la posición neta acumulada negativa durante el periodo.

**Fuentes**

* Fragmento 1: Intraday_liquidity_esp.md
* Fragmento 2: Intraday_liquidity_esp.md (Anexo 2)
* Fragmento 3: Intraday_liquidity_esp.md (Sección III, herramienta de monitoreo A(i))",llama3.1:8b,1.0.0,2cbbc4f704-bd0f72c
